ID,requirement,functional/non-functional,source_file,data_type,ASR,ASR_Explanation
21,Ability for the agency admin to provision e-mail accounts for their individual agency or organization (including the ability to integrate e-mail account provisioning with LDAP-like directory services).,FR,2009 - email.pdf.csv,requirement_statement,Yes,This requirement drives the design of the user management architecture by mandating directory‐service integration and automated provisioning workflows.
22,"Ability for the user to search for e-mails based on age, size, sender, recipient, subject, key word, attachment content.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires architecting a search infrastructure with email metadata and full‐text indexing (e.g. attachments), impacting data storage, indexing, and retrieval design."
23,Ability for the agency admin to auto-enforce standard conventions for creating accounts and distribution lists.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a business‐rule enhancement in the account provisioning workflow that can be handled within existing services without altering the overall architecture.
24,Ability for the data center admin to control message size limits for e-mail (inbound and outbound).,FR,2009 - email.pdf.csv,requirement_statement,No,This is a configurable parameter for the email service and does not alter the system’s core architectural structure.
25,Ability for the agency admin to create generic email accounts/addresses to be accessed by multiple users.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement impacts the identity and access management architecture by introducing shared account provisioning, authentication, authorization, and auditing concerns."
26,"Ability for the user to customize their view in the client application (such as adding fields, arranging fields, and ordering emails by fields).",FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the UI architecture toward a dynamic, configurable component framework plus a persistence layer for storing user view preferences."
27,Ability for the user to archive at the desktop.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a minor UI feature for local archiving with no significant impact on the overall system architecture.
28,Ability for the agency admin to provide a server based archiving solution.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It impacts the data storage and retention architecture by requiring design of a scalable, secure server-based archiving solution."
29,Ability for the agency admin to archive at various regularly defined intervals.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires designing a scheduling and data lifecycle management component that impacts storage architecture, performance, and retention policies."
30,"Ability for the agency admin to search archive and forward, print and restore in bulk items from archive.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement impacts the system’s data indexing and bulk-processing architecture to ensure scalable, performant search and transactional operations."
31,"Ability for the agency admin to filter archive by sender, recipient, date, subject, content, attachments, keyword, etc.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"It impacts the design of the data storage and search/indexing subsystem to support efficient, multi-criteria archive filtering at scale."
32,Ability for the agency admin to provide long term retention separate from active e-mail system.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires a separate storage/archiving tier and retention policy enforcement, affecting data architecture and infrastructure design."
33,Ability for the agency admin to provide individual users the ability to search their portion of the archive repository.,FR,2009 - email.pdf.csv,requirement_statement,Yes,This requirement impacts the architecture by introducing multi-tenant search with per‐user data partitioning and access‐control enforcement in the indexing/query layer.
34,"Ability for the agency admin to meet Federal regulations for retention (i.e. Sarbanes Oxley, Gramm-Leach-Bliley Act (GLB), HIPAA, etc.)",FR,2009 - email.pdf.csv,requirement_statement,Yes,"It drives the design of data storage, lifecycle management, and audit compliance across the architecture."
35,Ability for the agency admin to satisfy legal requests for e-mail discovery and provide printed or digital results.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement impacts the design of storage, indexing, audit-logging, and retrieval services to meet eDiscovery performance, security, and compliance needs."
36,Ability for the agency admin to capture all sent and received e-mails into the organization.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the design of email ingestion pipelines, storage, integration and security components, impacting system architecture."
37,"Ability for the agency admin to select the e-mail retention period for a specific e-mail (e.g. 1 year, 3 year, or 5 year).",FR,2009 - email.pdf.csv,requirement_statement,Yes,This requirement impacts the data storage and lifecycle management architecture by requiring a configurable retention policy engine and automated purge processes.
38,"Ability for the agency admin to search the e-mail 'header' including Date: From, Subject, To, and CC.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"It drives the need for an indexing/search infrastructure (e.g., full‐text store or search engine) to efficiently query email header fields at scale."
39,Ability for the agency admin to search the 'body' of the e-mail including the header and all text contained within the e-mail itself.,FR,2009 - email.pdf.csv,requirement_statement,Yes,This drives the need for full-text search engine integration and impacts email storage/indexing and retrieval architecture.
40,"Ability for the agency admin to perform a 'full text' search including the header, body and any attachments to the e-mail.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"This necessitates a full-text indexing and search infrastructure (including attachment parsing), impacting data storage, retrieval architecture, and technology choices."
41,"Ability for the agency admin to support litigation requests by production of responsive e-mail in to a specified location, for read and redaction purposes.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"Impacts the design of email archiving, search/retrieval, redaction, and secure export subsystems for legal compliance."
42,Ability for the agency admin to move older data to tiered storage (lower cost storage) while maintaining accessibility.,FR,2009 - email.pdf.csv,requirement_statement,Yes,It introduces tiered storage and data lifecycle management requirements that will affect the overall storage architecture and data access layers.
43,"Ability for the agency admin to import data from other sources such as PST, NSF files into archiving solution.",FR,2009 - email.pdf.csv,requirement_statement,Yes,"It requires an extensible import framework with parsers/connectors for PST/NSF formats, impacting system integration and data-processing architecture."
44,Ability for the agency admin to put discovery search results on legal hold to suspend deletion.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It impacts data lifecycle management by introducing a legal-hold mechanism that alters storage, retention policies, and automated deletion workflows."
45,"Ability for the user (Legal, OIG, etc.) to review and mark discovery search results.",FR,2009 - email.pdf.csv,requirement_statement,No,This is a straightforward functional extension (UI and data storage for marking results) with minimal impact on the overall system architecture.
46,Ability for the agency admin to search using Boolean fields.,FR,2009 - email.pdf.csv,requirement_statement,No,Standard Boolean-field filtering is a routine data-access feature with negligible impact on overall system architecture.
47,"Ability for the agency admin to archive based on policy (i.e. e-mail address, OU, group, organization, etc.)",FR,2009 - email.pdf.csv,requirement_statement,Yes,"It mandates a policy-driven archiving engine with extensible filtering and indexing capabilities, impacting the core storage and rule‐management architecture."
48,"Ability for the user to delete, or flag for deletion by system administrators, e-mails that have met their retention, in accordance with s.119.021(2)(c) which requires agencies to 'systematically dispose of records no longer needed.' (Note: Deletion means complete removal/elimination of all copies of an e-mail from all portions of the system)",FR,2009 - email.pdf.csv,requirement_statement,Yes,"This mandates data lifecycle management and secure deletion across storage, backup, and audit subsystems to enforce retention policies."
49,Ability for the user to flag individual e-mails to not be archived.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a minor data‐model and UI flag change with limited impact on the overall system architecture.
50,Ability for the data center admin to recover at the file level.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the backup/restore subsystem, impacting storage architecture and file‐level recovery mechanisms."
51,Ability for the data center admin to recover all messages.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This impacts the overall system architecture by requiring comprehensive message storage, retrieval mechanisms, and administrative tooling for data recovery."
52,Ability for the data center admin to recover a specific e-mail message.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requires designing backup, indexing, and targeted restore mechanisms for individual email retrieval at the architectural level."
53,Ability for the data center admin to recover by mailbox.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It requires designing a mailbox‐level backup and restore subsystem, impacting storage architecture and recovery services."
54,Ability for the data center admin to recover by time.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the design of backup, replication, and disaster‐recovery architecture to meet specific recovery‐time objectives."
55,Ability for the data center admin to maintain backup and restore event logs.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a standard logging and backup feature with minimal impact on overall system architecture.
56,Ability for the data center admin to restore previous backup without service interruption.,FR,2009 - email.pdf.csv,requirement_statement,Yes,Impacts high-availability architecture by requiring hot backup restoration and seamless failover without downtime.
57,Ability for the data center admin to provide pre-emptive e-mail virus protection (scanning prior to delivery at the mail server).,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Introducing pre-delivery virus scanning requires integrating AV engines into the mailflow pipeline, impacting performance, scaling, and security architecture."
58,Ability for the data center admin to provide pre-emptive e-mail content filtering.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It mandates integrating a content‐filtering engine into the email processing pipeline, affecting component structure, performance, and security architecture."
59,Ability for the data center admin to whitelist/blacklist senders by domain or IP address.,FR,2009 - email.pdf.csv,requirement_statement,Yes,This requirement introduces a security policy enforcement layer that affects the design of the messaging pipeline and integration with rule management components.
60,Ability for the data center admin to block or allow e-mail based on multiple message attributes.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the architecture of the message processing pipeline by requiring an extensible, high-performance policy engine for attribute-based email filtering."
61,Ability for the data center admin to integrate message hygiene (antispam/antivirus) with LDAP.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It impacts the integration architecture by requiring LDAP‐based policy retrieval and authentication flows, affecting security, directory schema, and messaging infrastructure."
62,Ability for the data center admin to provide message hygiene (antispam/antivirus) statistical reports.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requires adding a data collection, storage, and analytics/reporting subsystem with scalability and performance considerations for hygiene metrics."
63,Ability for the user to encrypt outbound e-mail.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Integrating outbound email encryption impacts the security architecture by requiring encryption protocols, key management, and modifications to the email infrastructure."
64,Ability for the user to establish TLS encryption with other businesses or customers.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires integration of TLS protocols and certificate management, impacting communication layers, security infrastructure, and performance considerations."
65,Ability for the data center admin to protect the reputation of outbound mail gateways.,FR,2009 - email.pdf.csv,requirement_statement,Line 1:  Yes,"Line 2: It drives the design of the outbound mail subsystem by requiring reputation monitoring, rate-limiting, and integration with external reputation services."
66,Ability for the data center admin to protect internal e-mail customer identity.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It impacts the security architecture by requiring identity protection, encryption, and access‐control mechanisms."
67,"Ability for the user to access e-mail by secure web or client. (Calendar, Address book, Ability to send and receive).",FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the overall architecture by dictating secure client-server communication protocols, authentication mechanisms, and integration of mail, calendar, and address-book services."
68,Ability for the user to access e-mail with Blackberry services using BlackBerry device.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires integration with BlackBerry Enterprise Server and push-notification infrastructure, impacting the system’s communication and security architecture."
69,"Ability for the user to access e-mail with non-Blackberry mobile data devices (iPhones, Treos, Pres. Etc.).",FR,2009 - email.pdf.csv,requirement_statement,Yes,"Supporting diverse mobile devices for email access necessitates a device-agnostic messaging architecture, protocol abstraction, and security integration."
70,Ability for the agency admin to support other mobile device protocols (ActiveSync).,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Supporting additional mobile protocols like ActiveSync requires architectural extensions to the communication layer and impacts integration, security, and data flow."
71,"Ability for the agency admin to Create, Update and Delete Blackberry accounts.",FR,2009 - email.pdf.csv,requirement_statement,No,This is a straightforward CRUD operation for user management with no significant architectural impact.
72,Ability for the user to access mailbox and components via a web browser over a secure (encrypted) connection.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the choice of secure communication protocols (e.g., HTTPS/TLS) and impacts network, security, and deployment architecture."
73,Ability for the user to send/receive e-mails within workflow applications.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the need for an external email integration layer, impacting system interfaces, messaging infrastructure, and security architecture."
74,Ability for the user to provide resource reservations integrated into e-mail.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This feature requires new integration points with email and resource booking systems, impacting service interfaces and data flows."
75,Ability for the user to access an SMTP bridgehead for agency applications.,FR,2009 - email.pdf.csv,requirement_statement,Yes,It impacts the system’s integration and network architecture by requiring a dedicated SMTP bridgehead component with associated security and protocol configurations.
76,Ability for the user to integrate agency applications into the e-mail and mobile messaging environments.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It drives the need for an integration middleware layer handling email/mobile messaging protocols, security, and scalability."
77,Ability for the user to manually archive to server from their client.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a standard client-server feature that doesn’t impose high-level architectural constraints.
78,Ability for the agency admin to electronically redact information from archival storage.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"It affects the archival storage architecture by adding redaction logic, security controls, and indexing changes in the data management layer."
79,Ability for the agency admin to digitally certify search results.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This impacts the security architecture by requiring integration of cryptographic services, key management, and digital signature workflows."
80,Ability for the agency admin to catalog responsive e-mail (by case) so that e-mail can be electronically certified as complete to fulfill the production.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a standard CRUD feature for email tagging and certification with minimal impact on overall system architecture.
81,Ability for the agency admin to demonstrate due diligence and maintain markings for privileged and non-responsive search results.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement impacts the search/indexing architecture by introducing metadata classification, tagging, audit trails, and security controls for privileged and non-responsive results."
82,Ability for the agency admin to provide a full audit trail of discovery and review.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requires an auditing/logging subsystem and data storage design that impacts database schema, security, retention, and performance."
83,Ability for the data center admin to do real-time replication to alternate site.,FR,2009 - email.pdf.csv,requirement_statement,Yes,This impacts the system’s high-availability and disaster-recovery architecture by requiring real-time data replication across sites.
84,Ability for the data center admin to do near-time replication to alternate site.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires designing near-real-time data replication, network topology, and failover mechanisms impacting disaster recovery architecture."
85,Ability for the data center admin to fail-over mail system and clients to alternate site.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the design of cross-site replication, high-availability infrastructure, and automated failover mechanisms."
86,Ability for the data center admin to retrieve quarantined messages.,FR,2009 - email.pdf.csv,requirement_statement,No,This is a routine functional extension (admin retrieval UI/API) with minimal impact on the overall system architecture.
87,Ability for the data center admin to add digital signatures to e-mail.,FR,2009 - email.pdf.csv,requirement_statement,Yes,It introduces cryptographic signing and key management requirements that impact the security infrastructure and email service architecture.
88,Ability for the user to access e-mail archive.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the design of scalable storage, indexing, search, and retrieval components for archived emails."
89,Ability for the user to use wireless service with GIS.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This requirement drives the integration of wireless communication layers with GIS services, impacting network architecture, data flow, and service scalability."
90,Ability for the user to provide fax service integrated into e-mail.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"This integration requires adding external fax gateway services and protocol converters, impacting the system’s modular design and messaging workflow."
91,Ability for the user to integrate telephone messaging (VOIP) into e-mail and vice/versa.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Integrating VOIP and email requires significant architectural decisions around media handling, protocol interoperability, and security."
92,Ability for the user to provide List Server option for internal and external publishing of information (report subscriptions).,FR,2009 - email.pdf.csv,requirement_statement,Yes,This requirement impacts the messaging/integration infrastructure design by defining internal vs. external publication channels and associated security and scaling considerations.
93,Ability for the agency admin to integrate directory services with other complimentary external systems for a unified client experience.,FR,2009 - email.pdf.csv,requirement_statement,Yes,"Requires designing a robust integration layer and APIs for secure, scalable interoperability with external systems."
94,Ability for the agency admin to provide RSS Feeds.,FR,2009 - email.pdf.csv,requirement_statement,No,This RSS feed feature is a standard content export function that can be built on existing modules without altering the overall architecture.
0,The Get Real website shall provide a high school teen friendly set of web pages that are easy to navigate and provide sufficient depth and information about careers in computer science.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a standard UI/UX requirement (teen-friendly navigation and content depth) that does not drive core architectural decisions.
1,The Get Real website shall provide personal and career information from a broad spectrum of CS professionals.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a basic content‐delivery functional requirement with no major implications for system architecture.
2,The Get Real website shall provide CS course and other information from OUS campuses.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a basic functional requirement for data retrieval/display and does not drive major architectural decisions.
3,"The Get Real website shall provide timely and up to date information that encourages readers to return to the site, which may include Q & A.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a high-level content freshness and engagement requirement that doesn’t impose structural or quality-attribute constraints on the system architecture.
4,The Get Real website shall include a call to action and plans for students to follow to prepare for a CS career.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This requirement concerns UI content and user guidance without imposing significant architectural constraints.
5,"The Get Real website shall include the following pages/subsections: Exploring College, Jobs & Money, Real People, Women in Computing, Resources, I’m Looking For…, Articles.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,Line 1:  No,Line 2: This is a content-level requirement with no major impact on the system’s overall architecture.
6,"The Get Real website shall include new pages/subsections: High School Courses, Search for additional information, Professional Organizations, RSS feeds of current CS information, Ask an Engineer/Prof – FAQ, Consider a CS minor in other professions.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a straightforward content/UI expansion that doesn’t impact the system’s overall architecture.
7,The Get Real website shall provide a listing of the computer science offerings from Oregon University System campuses and other Oregon colleges.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This listing requirement is a standard data retrieval and presentation feature with minimal impact on overall system architecture.
8,The Get Real website shall offer answers to the questions: 'how can I contribute to society and how much money can I make with a computer science degree?',FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,"This content-focused requirement does not impose changes to the system’s structure, quality attributes, or major architectural components."
9,The Get Real website shall provide a people section outlining recent CS graduates and more experienced professionals in CS and related careers.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a standard content‐display feature with negligible impact on the overall system architecture.
10,The Get Real website shall use video or audio to help convey a personal message from professionals to students.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"This drives the need for multimedia processing and streaming infrastructure (encoding, storage, CDN), impacting core architectural and scalability decisions."
11,"The Get Real website shall profile women computer scientists and engineers as people who work every day to solve problems and make the world a better, cleaner, safer place.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a content-focused functional requirement and does not impose structural or quality-attribute constraints on the system architecture.
12,"The Get Real website shall provide resources for women in computer science, including links to organizations and contact lists.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a standard content delivery feature that does not impose significant architectural constraints.
13,The Get Real website shall provide a wide range of pre-college technology programs and courses for high school students.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a standard functional requirement for content offerings and does not impose significant architectural constraints.
14,"The Get Real website shall provide a list of focused questions and answers with links inside the Get Real site, including topics such as money, people, and colleges.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,"This is a straightforward content‐listing feature that doesn’t drive major architectural structure, scalability, or technology choices."
15,"The Get Real website shall provide a list of articles outside the Get Real site, including '50 best jobs in America', 'Dream Jobs 2007', etc.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a straightforward content‐listing feature with no major impact on system‐wide architecture.
16,"The Get Real website shall provide recommended curricula for high school students interested in CS and related careers, with pointers to recommendations from OUS campuses and other university sources.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a standard content‐presentation feature using simple data retrieval or CMS capabilities and doesn’t impose major architectural constraints.
17,The Get Real website shall provide pointers to ACM recommended curricula for high school CS students.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a simple content‐delivery requirement with no major impact on the system’s architectural structure.
18,"The Get Real website shall provide at least two kinds of searches: 1) internal search of the Get Real site, and 2) external search of CS related outside sites such as OUS campuses and articles.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"This requirement impacts the search subsystem’s architecture by necessitating both internal indexing and external API integration, shaping componentization and data retrieval patterns."
19,"The Get Real website shall provide a listing with links to ACM, IEEE, and key subgroups such as SIGGRAPH, including pointers to student sections of these organizations.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a routine content‐linking feature with minimal impact on overall system architecture.
20,"The Get Real website shall provide selected articles from the chancellor’s office daily communications distribution, fed to RSS subscribers on the Get Real site.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"This requirement impacts the system’s architecture by necessitating an external data ingestion pipeline, transformation logic, and RSS feed generation components."
21,The Get Real website shall provide a FAQ section where students can get fast feedback from the Oregon University System on questions asked in a Q and A format.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a routine FAQ feature with minimal impact on the overall system architecture.
22,The Get Real website shall provide a Grad or Prof BLOG on CS careers.,FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a standard functional feature (blogging/CRUD) with minimal impact on the overall software architecture.
23,"The Get Real website shall provide information for students in medicine, law, business, and other professions about the value of having a CS minor.",FR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a basic content‐delivery feature that doesn’t impose significant architectural constraints or structural changes.
24,"The Get Real site should work and be tested against IE, Firefox and Netscape.",NFR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"It impacts front-end architecture by requiring multi-browser support, influencing framework choices, polyfills, and testing strategy."
25,The Get Real site should be hosted on a server that can provide adequate response time.,NFR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"This NFR drives hosting infrastructure and server architecture decisions (e.g., sizing, scaling, caching) to meet required response times."
26,The Get Real site should have copyright and other security measures consistent with the OUS site.,NFR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"Aligning the Get Real site’s security and copyright controls with the OUS site impacts the overall security architecture, requiring reuse or extension of authentication, authorization, and rights-management components."
27,"There is a need to track and evaluate the 'hits' and time spent on the student-focused website over time, and make content, design, and navigation changes as needed based on evaluation of hits.",NFR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"It requires integrating analytics instrumentation, data collection, storage, and reporting infrastructure, impacting the system’s monitoring and data pipeline architecture."
28,Web design conventions should be consistent with the standards and conventions used on the OUS site.,NFR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a UI style guideline with minimal impact on the overall system architecture.
29,Changes to version 2 should include design changes to all existing pages to shorten up paragraphs and add bullets and charts where possible to accommodate faster page reading and shorter reader attention span.,NFR,2007 - get real 0.2.pdf.csv,requirement_statement,No,These are UI content layout tweaks with minimal impact on the overall system architecture.
30,"The Get Real website should use more white space, pictures, color, photos, diagrams, and charts to break up text and make the site attractive.",NFR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a cosmetic UI styling preference with no significant impact on the overall system architecture.
31,The Get Real website should break information into more readable chunks to avoid 'walls of text'.,NFR,2007 - get real 0.2.pdf.csv,requirement_statement,No,This is a UI presentation guideline with no substantial impact on the system’s overall architecture.
32,The Get Real website should maximize Google and other search engine hits by being part of the OUS domain.,NFR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"This drives domain naming, DNS, hosting and CDN architecture decisions to optimize SEO."
33,"The Get Real website is constrained by space, bandwidth for video streaming, and limited availability of Chancellor’s Office resources.",NFR,2007 - get real 0.2.pdf.csv,requirement_statement,Yes,"This constraint drives key architecture decisions around efficient storage, streaming optimization (e.g., CDNs and compression), and limited resource utilization."
0,Mashbot will allow the use of external authentication modules for user login. Mashbot will also provide an internal authentication mechanism in case an external module is unavailable.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This drives the design of a pluggable authentication subsystem with fallback, impacting security boundaries, interfaces, and module orchestration."
1,Mashbot has an interface for a web client which processes user commands to interact with campaigns.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This requirement defines a key client‐to‐server interface affecting API design, communication patterns, and campaign management integration."
2,"Mashbot has an interface for publishing content to social networks, as well as for aggregating social network data.",FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the external integration layer, impacting API/connector architecture, security, scalability, and data ingestion patterns."
3,Mashbot has an interface to a database which allows for the storage and retrieval of data related to accounts and campaigns.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This is a routine CRUD data‐persistence requirement with minimal impact on overall architecture.
4,"The user interface consists of a web front end with tabs to separate the various workflow areas. To create content, the user is provided with a calendar scheduling tool and a content editor. Additionally, there is a monitoring dashboard which gives the user a view on responses to the content in any given campaign. Finally, there is an explore view that gives the user a portal with which they can keep tabs on topics of interest in social media.",FR,2010 - mashboot.pdf.csv,requirement_statement,No,This is a front-end UI layout specification that doesn’t impose significant constraints on overall system architecture.
5,"The Mashbot web client runs on any computer hardware capable of connecting to the Internet, running a modern HTTP 1.1 web browser, includes a keyboard and a pointing device, and includes writable volatile storage.",NFR,2010 - mashboot.pdf.csv,requirement_statement,No,This is a generic environment compatibility constraint and does not drive major architectural structure or technology choices.
6,"The Mashbot server runs on any computer hardware capable of connecting to the Internet as a server, interfacing with modern database software, and running a modern suite of networking software.",NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This constraint defines the deployment environment and platform compatibility, impacting hardware, OS, database, and networking architecture decisions."
7,Mashbot authenticates users against its internal user database.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It defines the security and authentication subsystem’s design, database integration, and cross-cutting concerns."
8,Mashbot interfaces with the users web browser and expects that it is capable of HTTP 1.1 and HTML 4.0.,NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This NFR constrains the communication layer and browser compatibility, driving choices for HTTP handling and HTML rendering support in the architecture."
9,Mashbot software interfaces with an existing database software.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,Interfaces with an existing database dictates the system’s integration layer and data‐access architecture.
10,The Mashbot server runs on an operating system that supports serving dynamic web pages using encryption and is capable of communicating with the Internet.,NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It influences the choice of operating system, security (encryption/TLS) support, and network connectivity, shaping deployment and security architecture."
11,Communication between the web client and the server software is facilitated by common network protocols. Data will be encrypted using TLS and HTTP/1.1. The use of these protocols requires the ability for the systems to communicate using TCP/IP network stacks. The Mashbot system sends emails using SMTP.,NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"Specifying TLS/HTTP/1.1, TCP/IP, and SMTP protocols directly shapes the communication layer and security architecture of the system."
12,"The Mashbot server requires no greater than 1 gigabyte of RAM memory. The web client requires no more than the minimum memory a modern desktop computer commonly has, approximately 256 megabytes of RAM.",NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This tight memory footprint constraint will drive decisions on technology choices, component design, and resource‐management strategies."
13,Mashbot should be able to schedule content for various services to be published concurrently.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,It requires designing a concurrent scheduling and orchestration layer to handle multi-service publishing reliably and scalably.
14,Mashbot should be able to view and compare historical metrics of campaigns.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It requires designing a historical metrics storage and analytics layer, impacting data retention, retrieval, and reporting architecture."
15,Mashbot should be able to view/create replies to content.,FR,2010 - mashboot.pdf.csv,requirement_statement,No,This is a standard CRUD feature for user-generated content with minimal impact on the overall architecture.
16,Mashbot should be able to maintain users and approvers of content.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It requires implementing user and approver management with role-based access control, impacting the system’s security and component structure."
17,Mashbot should be able to set up keyword alerts for watched services.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This adds an event-driven alerting pipeline requiring subscription management, real-time keyword filtering, and notification infrastructure."
18,The external email system is to provide a messaging service from Mashbot to the Mashbot users.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"This integration drives architectural decisions around external system interfaces, message delivery reliability, security, and scalability."
19,The input is generated automatically by the Mashbot system using settings configurable by the System Administrator.,FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It mandates a configurable, automated input‐generation component, impacting module boundaries and configuration management architecture."
20,"The output is in the form of an e-mail to an e-mail account, but it does not return any sort of message to Mashbot.",FR,2010 - mashboot.pdf.csv,requirement_statement,Yes,"It mandates asynchronous email delivery without a callback to Mashbot, affecting integration patterns, messaging flow, and error-handling architecture."
21,The format uses SMTP protocol. The actual messages are provided by Mashbot.,NFR,2010 - mashboot.pdf.csv,requirement_statement,Yes,This NFR dictates the messaging integration architecture by mandating SMTP support and a Mashbot provider interface.
